Longitude_City1,Latitude_City1,Longitude_City2,Latitude_City2,City1,City2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
153.0281,-27.4678,130.8411,-12.4381,BRISBANE,DARWIN,Aug-05,27287,178,81.5,2852,77822524,95470700,33475,2005,8
153.0281,-27.4678,147.325,-42.8806,BRISBANE,HOBART,Aug-05,11532,102,71.7,1791,20653812,28813608,16088,2005,8
153.0281,-27.4678,144.9631,-37.8142,BRISBANE,MELBOURNE,Aug-05,211103,1735,81.2,1381,292432653,360321327,260117,2005,8
153.0281,-27.4678,115.8606,-31.9559,BRISBANE,PERTH,Aug-05,36563,240,81.2,3615,132175245,162859365,45051,2005,8
153.0281,-27.4678,151.21,-33.8678,BRISBANE,SYDNEY,Aug-05,315839,2424,74.1,753,237826767,320998629,426293,2005,8
149.1269,-35.2931,144.9631,-37.8142,CANBERRA,MELBOURNE,Aug-05,73899,943,70.5,470,34732530,49232500,104750,2005,8
149.1269,-35.2931,151.21,-33.8678,CANBERRA,SYDNEY,Aug-05,70164,1498,69.9,236,16558704,23673160,100310,2005,8
130.8411,-12.4381,144.9631,-37.8142,DARWIN,MELBOURNE,Aug-05,12665,107,84.1,3131,39654115,47159122,15062,2005,8
130.8411,-12.4381,151.21,-33.8678,DARWIN,SYDNEY,Aug-05,21320,131,79.8,3155,67264600,84339460,26732,2005,8
147.325,-42.8806,144.9631,-37.8142,HOBART,MELBOURNE,Aug-05,74650,640,74.7,618,46133700,61732638,99891,2005,8
147.325,-42.8806,151.21,-33.8678,HOBART,SYDNEY,Aug-05,28730,308,63.5,1039,29850470,47036569,45271,2005,8
144.9631,-37.8142,115.8606,-31.9559,MELBOURNE,PERTH,Aug-05,99856,700,78.5,2706,270210336,344089548,127158,2005,8
144.9631,-37.8142,151.21,-33.8678,MELBOURNE,SYDNEY,Aug-05,516702,3436,75.7,706,365768007,483006516,682125,2005,8
115.8606,-31.9559,151.21,-33.8678,PERTH,SYDNEY,Aug-05,89096,523,77.2,3284,292591264,379118096,115444,2005,8
138.6,-34.9275,153.0281,-27.4678,ADELAIDE,BRISBANE,Sep-05,46503,412,71.8,1622,75427866,105076404,64782,2005,9
138.6,-34.9275,149.1269,-35.2931,ADELAIDE,CANBERRA,Sep-05,16843,160,73.8,972,16371396,22181040,22820,2005,9
138.6,-34.9275,144.9631,-37.8142,ADELAIDE,MELBOURNE,Sep-05,156509,1349,74.3,643,100581687,135341433,210601,2005,9
138.6,-34.9275,115.8606,-31.9559,ADELAIDE,PERTH,Sep-05,39570,293,88.7,2120,83888400,94543520,44596,2005,9
138.6,-34.9275,151.21,-33.8678,ADELAIDE,SYDNEY,Sep-05,105419,960,76.1,1167,123023973,161763705,138615,2005,9
153.0281,-27.4678,149.1269,-35.2931,BRISBANE,CANBERRA,Sep-05,49283,420,81.5,956,47114548,57806452,60467,2005,9
153.0281,-27.4678,130.8411,-12.4381,BRISBANE,DARWIN,Sep-05,26660,172,79.9,2852,76034320,95199760,33380,2005,9
153.0281,-27.4678,147.325,-42.8806,BRISBANE,HOBART,Sep-05,12812,95,82.2,1791,22946292,27923481,15591,2005,9
153.0281,-27.4678,144.9631,-37.8142,BRISBANE,MELBOURNE,Sep-05,231883,1722,86.8,1381,321096231,369846167,267077,2005,9
153.0281,-27.4678,115.8606,-31.9559,BRISBANE,PERTH,Sep-05,39625,232,90.2,3615,143244375,158806950,43930,2005,9
153.0281,-27.4678,151.21,-33.8678,BRISBANE,SYDNEY,Sep-05,329296,2434,76.7,753,247959888,323259888,429296,2005,9
149.1269,-35.2931,144.9631,-37.8142,CANBERRA,MELBOURNE,Sep-05,75811,911,73.8,470,35631170,48292970,102751,2005,9
149.1269,-35.2931,151.21,-33.8678,CANBERRA,SYDNEY,Sep-05,69194,1443,71.8,236,16329784,22744264,96374,2005,9
130.8411,-12.4381,144.9631,-37.8142,DARWIN,MELBOURNE,Sep-05,11637,102,80.3,3131,36435447,45355666,14486,2005,9
130.8411,-12.4381,151.21,-33.8678,DARWIN,SYDNEY,Sep-05,13323,67,81.2,3155,42034065,51773550,16410,2005,9
147.325,-42.8806,144.9631,-37.8142,HOBART,MELBOURNE,Sep-05,81022,632,80.6,618,50071596,62145462,100559,2005,9
147.325,-42.8806,151.21,-33.8678,HOBART,SYDNEY,Sep-05,32945,300,73.8,1039,34229855,46358102,44618,2005,9
144.9631,-37.8142,115.8606,-31.9559,MELBOURNE,PERTH,Sep-05,121503,751,83.7,2706,328787118,392738016,145136,2005,9
144.9631,-37.8142,151.21,-33.8678,MELBOURNE,SYDNEY,Sep-05,532594,3506,76.7,706,377506633,492015964,693958,2005,9
115.8606,-31.9559,151.21,-33.8678,PERTH,SYDNEY,Sep-05,97418,507,84.3,3284,319920712,379531880,115570,2005,9
138.6,-34.9275,153.0281,-27.4678,ADELAIDE,BRISBANE,Oct-05,52255,422,78.5,1622,84757610,107952210,66555,2005,10
138.6,-34.9275,149.1269,-35.2931,ADELAIDE,CANBERRA,Oct-05,18126,162,78.6,972,17618472,22426956,23073,2005,10
138.6,-34.9275,144.9631,-37.8142,ADELAIDE,MELBOURNE,Oct-05,164511,1340,79.1,643,105721813,133653640,207980,2005,10
138.6,-34.9275,115.8606,-31.9559,ADELAIDE,PERTH,Oct-05,42799,304,92.3,2120,90733880,98310760,46373,2005,10
138.6,-34.9275,151.21,-33.8678,ADELAIDE,SYDNEY,Oct-05,119523,985,81.7,1167,139483341,170825460,146380,2005,10
153.0281,-27.4678,149.1269,-35.2931,BRISBANE,CANBERRA,Oct-05,47199,434,74.9,956,45122244,60213660,62985,2005,10
153.0281,-27.4678,130.8411,-12.4381,BRISBANE,DARWIN,Oct-05,25585,171,73.9,2852,72968420,98673496,34598,2005,10
153.0281,-27.4678,147.325,-42.8806,BRISBANE,HOBART,Oct-05,13068,97,75.6,1791,23404788,30971763,17293,2005,10
153.0281,-27.4678,144.9631,-37.8142,BRISBANE,MELBOURNE,Oct-05,232114,1742,86.7,1381,321467235,370683114,267668,2005,10
153.0281,-27.4678,115.8606,-31.9559,BRISBANE,PERTH,Oct-05,41789,236,92.5,3615,151067235,163231710,45154,2005,10
153.0281,-27.4678,151.21,-33.8678,BRISBANE,SYDNEY,Oct-05,336524,2447,78.5,753,253402572,322617579,428443,2005,10
149.1269,-35.2931,144.9631,-37.8142,CANBERRA,MELBOURNE,Oct-05,78667,922,76.3,470,36973490,48451360,103088,2005,10
149.1269,-35.2931,151.21,-33.8678,CANBERRA,SYDNEY,Oct-05,67578,1471,68.4,236,15948408,23300280,98730,2005,10
130.8411,-12.4381,144.9631,-37.8142,DARWIN,MELBOURNE,Oct-05,10540,102,74,3131,33000740,44607357,14247,2005,10
130.8411,-12.4381,151.21,-33.8678,DARWIN,SYDNEY,Oct-05,0,0,0,3155,0,0,0,2005,10
147.325,-42.8806,144.9631,-37.8142,HOBART,MELBOURNE,Oct-05,81343,647,77.7,618,50269974,64681734,104663,2005,10
147.325,-42.8806,151.21,-33.8678,HOBART,SYDNEY,Oct-05,33141,311,68.6,1039,34433499,50187856,48304,2005,10
144.9631,-37.8142,115.8606,-31.9559,MELBOURNE,PERTH,Oct-05,111953,698,85.7,2706,302944818,353606550,130675,2005,10
144.9631,-37.8142,151.21,-33.8678,MELBOURNE,SYDNEY,Oct-05,536084,3513,76.8,706,380046155,494576687,697418,2005,10
115.8606,-31.9559,151.21,-33.8678,PERTH,SYDNEY,Oct-05,104062,517,87.8,3284,341739608,389209828,118517,2005,10
138.6,-34.9275,153.0281,-27.4678,ADELAIDE,BRISBANE,Nov-05,46277,394,74.4,1622,75061294,100904620,62210,2005,11
138.6,-34.9275,149.1269,-35.2931,ADELAIDE,CANBERRA,Nov-05,17112,162,75,972,16632864,22182012,22821,2005,11
138.6,-34.9275,144.9631,-37.8142,ADELAIDE,MELBOURNE,Nov-05,148585,1279,75.1,643,95489425,127139978,197846,2005,11
138.6,-34.9275,115.8606,-31.9559,ADELAIDE,PERTH,Nov-05,41521,327,83.2,2120,88024520,105760440,49887,2005,11
138.6,-34.9275,151.21,-33.8678,ADELAIDE,SYDNEY,Nov-05,109736,968,78.4,1167,128061912,163418511,140033,2005,11
153.0281,-27.4678,149.1269,-35.2931,BRISBANE,CANBERRA,Nov-05,41796,413,69.9,956,39956976,57198436,59831,2005,11
153.0281,-27.4678,130.8411,-12.4381,BRISBANE,DARWIN,Nov-05,19443,154,74.7,2852,55451436,74280340,26045,2005,11
153.0281,-27.4678,147.325,-42.8806,BRISBANE,HOBART,Nov-05,12471,96,75,1791,22335561,29762838,16618,2005,11
153.0281,-27.4678,144.9631,-37.8142,BRISBANE,MELBOURNE,Nov-05,205973,1609,83.3,1381,285086515,342235101,247246,2005,11
153.0281,-27.4678,115.8606,-31.9559,BRISBANE,PERTH,Nov-05,37999,230,87.4,3615,137366385,157107900,43460,2005,11
153.0281,-27.4678,151.21,-33.8678,BRISBANE,SYDNEY,Nov-05,319320,2328,78.9,753,240447960,304651752,404584,2005,11
149.1269,-35.2931,144.9631,-37.8142,CANBERRA,MELBOURNE,Nov-05,80042,910,75.5,470,37619740,49804960,105968,2005,11
149.1269,-35.2931,151.21,-33.8678,CANBERRA,SYDNEY,Nov-05,71552,1493,73.3,236,16886272,23039264,97624,2005,11
130.8411,-12.4381,144.9631,-37.8142,DARWIN,MELBOURNE,Nov-05,6306,68,73.3,3131,19744086,26951648,8608,2005,11
130.8411,-12.4381,151.21,-33.8678,DARWIN,SYDNEY,Nov-05,0,0,0,3155,0,0,0,2005,11
147.325,-42.8806,144.9631,-37.8142,HOBART,MELBOURNE,Nov-05,82028,661,76.9,618,50693304,65884980,106610,2005,11
147.325,-42.8806,151.21,-33.8678,HOBART,SYDNEY,Nov-05,34985,299,70.6,1039,36349415,51500113,49567,2005,11
144.9631,-37.8142,115.8606,-31.9559,MELBOURNE,PERTH,Nov-05,106674,717,82.1,2706,288659844,351706938,129973,2005,11
144.9631,-37.8142,151.21,-33.8678,MELBOURNE,SYDNEY,Nov-05,549206,3393,81.9,706,389238173,475438176,670719,2005,11
115.8606,-31.9559,151.21,-33.8678,PERTH,SYDNEY,Nov-05,96890,501,86,3284,318186760,369781684,112601,2005,11
138.6,-34.9275,153.0281,-27.4678,ADELAIDE,BRISBANE,Dec-05,48701,422,72.5,1622,78993022,108928654,67157,2005,12
138.6,-34.9275,149.1269,-35.2931,ADELAIDE,CANBERRA,Dec-05,15079,154,74.5,972,14656788,19684944,20252,2005,12
138.6,-34.9275,144.9631,-37.8142,ADELAIDE,MELBOURNE,Dec-05,146062,1292,73.6,643,93917866,127668293,198551,2005,12
138.6,-34.9275,115.8606,-31.9559,ADELAIDE,PERTH,Dec-05,43062,334,83.9,2120,91291440,108836560,51338,2005,12
138.6,-34.9275,151.21,-33.8678,ADELAIDE,SYDNEY,Dec-05,111835,989,77.9,1167,130511445,167550858,143574,2005,12
153.0281,-27.4678,149.1269,-35.2931,BRISBANE,CANBERRA,Dec-05,43484,401,73.7,956,41570704,56399220,58995,2005,12
153.0281,-27.4678,130.8411,-12.4381,BRISBANE,DARWIN,Dec-05,20941,159,77.2,2852,59723732,77389020,27135,2005,12
153.0281,-27.4678,147.325,-42.8806,BRISBANE,HOBART,Dec-05,14100,98,81,1791,25253100,31163400,17400,2005,12
153.0281,-27.4678,144.9631,-37.8142,BRISBANE,MELBOURNE,Dec-05,208091,1676,79.5,1381,287373671,361298601,261621,2005,12
153.0281,-27.4678,115.8606,-31.9559,BRISBANE,PERTH,Dec-05,41243,238,91.1,3615,149093445,163723350,45290,2005,12
153.0281,-27.4678,151.21,-33.8678,BRISBANE,SYDNEY,Dec-05,325026,2342,81.3,753,244744578,300891270,399590,2005,12
149.1269,-35.2931,144.9631,-37.8142,CANBERRA,MELBOURNE,Dec-05,72480,822,75.6,470,34065600,45071590,95897,2005,12
149.1269,-35.2931,151.21,-33.8678,CANBERRA,SYDNEY,Dec-05,57219,1161,72.2,236,13503684,18709136,79276,2005,12
130.8411,-12.4381,144.9631,-37.8142,DARWIN,MELBOURNE,Dec-05,7372,69,79.4,3131,23081732,29065073,9283,2005,12
130.8411,-12.4381,151.21,-33.8678,DARWIN,SYDNEY,Dec-05,0,0,0,3155,0,0,0,2005,12
147.325,-42.8806,144.9631,-37.8142,HOBART,MELBOURNE,Dec-05,87936,719,75.5,618,54344448,71961774,116443,2005,12
147.325,-42.8806,151.21,-33.8678,HOBART,SYDNEY,Dec-05,38689,307,74.8,1039,40197871,53758899,51741,2005,12
144.9631,-37.8142,115.8606,-31.9559,MELBOURNE,PERTH,Dec-05,122047,740,85.8,2706,330259182,384795906,142201,2005,12
144.9631,-37.8142,151.21,-33.8678,MELBOURNE,SYDNEY,Dec-05,510627,3515,77.8,706,360502662,463655616,656736,2005,12
115.8606,-31.9559,151.21,-33.8678,PERTH,SYDNEY,Dec-05,104890,516,88.5,3284,344458760,389354324,118561,2005,12
138.6,-34.9275,153.0281,-27.4678,ADELAIDE,BRISBANE,Jan-06,48987,415,74.8,1622,79456914,106276684,65522,2006,1
138.6,-34.9275,149.1269,-35.2931,ADELAIDE,CANBERRA,Jan-06,12933,121,73.2,972,12570876,17183016,17678,2006,1
138.6,-34.9275,144.9631,-37.8142,ADELAIDE,MELBOURNE,Jan-06,140961,1290,71.7,643,90637923,126453023,196661,2006,1
138.6,-34.9275,115.8606,-31.9559,ADELAIDE,PERTH,Jan-06,44595,333,85.9,2120,94541400,110053440,51912,2006,1
138.6,-34.9275,151.21,-33.8678,ADELAIDE,SYDNEY,Jan-06,108695,968,77.6,1167,126847065,163534044,140132,2006,1
153.0281,-27.4678,149.1269,-35.2931,BRISBANE,CANBERRA,Jan-06,40653,381,72.7,956,38864268,53427016,55886,2006,1
153.0281,-27.4678,130.8411,-12.4381,BRISBANE,DARWIN,Jan-06,21461,160,79,2852,61206772,77443208,27154,2006,1
153.0281,-27.4678,147.325,-42.8806,BRISBANE,HOBART,Jan-06,14148,96,82.7,1791,25339068,30654756,17116,2006,1
153.0281,-27.4678,144.9631,-37.8142,BRISBANE,MELBOURNE,Jan-06,216692,1686,81.5,1381,299251652,366974511,265731,2006,1
153.0281,-27.4678,115.8606,-31.9559,BRISBANE,PERTH,Jan-06,41874,239,91.3,3615,151374510,165867045,45883,2006,1
153.0281,-27.4678,151.21,-33.8678,BRISBANE,SYDNEY,Jan-06,313397,2276,80.3,753,235987941,294014874,390458,2006,1
149.1269,-35.2931,144.9631,-37.8142,CANBERRA,MELBOURNE,Jan-06,60670,780,69.3,470,28514900,41170120,87596,2006,1
149.1269,-35.2931,151.21,-33.8678,CANBERRA,SYDNEY,Jan-06,43244,947,65.6,236,10205584,15557120,65920,2006,1
130.8411,-12.4381,144.9631,-37.8142,DARWIN,MELBOURNE,Jan-06,6569,67,76.6,3131,20567539,26867111,8581,2006,1
130.8411,-12.4381,151.21,-33.8678,DARWIN,SYDNEY,Jan-06,0,0,0,3155,0,0,0,2006,1
147.325,-42.8806,144.9631,-37.8142,HOBART,MELBOURNE,Jan-06,92419,724,78.9,618,57114942,72363474,117093,2006,1
147.325,-42.8806,151.21,-33.8678,HOBART,SYDNEY,Jan-06,44650,309,85.5,1039,46391350,54255541,52219,2006,1
144.9631,-37.8142,115.8606,-31.9559,MELBOURNE,PERTH,Jan-06,122672,705,88.2,2706,331950432,376247652,139042,2006,1
144.9631,-37.8142,151.21,-33.8678,MELBOURNE,SYDNEY,Jan-06,485404,3240,80,706,342695224,428578006,607051,2006,1
115.8606,-31.9559,151.21,-33.8678,PERTH,SYDNEY,Jan-06,108384,524,90.1,3284,355933056,394901000,120250,2006,1
138.6,-34.9275,153.0281,-27.4678,ADELAIDE,BRISBANE,Feb-06,41602,392,66.3,1622,67478444,101851868,62794,2006,2
138.6,-34.9275,149.1269,-35.2931,ADELAIDE,CANBERRA,Feb-06,14342,140,71.9,972,13940424,19399176,19958,2006,2
138.6,-34.9275,144.9631,-37.8142,ADELAIDE,MELBOURNE,Feb-06,133522,1203,71.8,643,85854646,119503479,185853,2006,2
138.6,-34.9275,115.8606,-31.9559,ADELAIDE,PERTH,Feb-06,36727,306,77.2,2120,77861240,100842040,47567,2006,2
138.6,-34.9275,151.21,-33.8678,ADELAIDE,SYDNEY,Feb-06,106418,950,74.8,1167,124189806,166108446,142338,2006,2
153.0281,-27.4678,149.1269,-35.2931,BRISBANE,CANBERRA,Feb-06,34726,386,62.5,956,33198056,53147864,55594,2006,2
153.0281,-27.4678,130.8411,-12.4381,BRISBANE,DARWIN,Feb-06,14834,128,68.5,2852,42306568,61751504,21652,2006,2
153.0281,-27.4678,147.325,-42.8806,BRISBANE,HOBART,Feb-06,12619,88,80.8,1791,22600629,27971838,15618,2006,2
153.0281,-27.4678,144.9631,-37.8142,BRISBANE,MELBOURNE,Feb-06,173477,1521,73.4,1381,239571737,326494639,236419,2006,2
153.0281,-27.4678,115.8606,-31.9559,BRISBANE,PERTH,Feb-06,33885,216,82,3615,122494275,149407950,41330,2006,2
153.0281,-27.4678,151.21,-33.8678,BRISBANE,SYDNEY,Feb-06,277858,2079,79.6,753,209227074,262943835,349195,2006,2
149.1269,-35.2931,144.9631,-37.8142,CANBERRA,MELBOURNE,Feb-06,70809,858,71.8,470,33280230,46345290,98607,2006,2
149.1269,-35.2931,151.21,-33.8678,CANBERRA,SYDNEY,Feb-06,62484,1281,73.4,236,14746224,20103188,85183,2006,2
130.8411,-12.4381,144.9631,-37.8142,DARWIN,MELBOURNE,Feb-06,5694,64,70.7,3131,17827914,25207681,8051,2006,2
130.8411,-12.4381,151.21,-33.8678,DARWIN,SYDNEY,Feb-06,0,0,0,3155,0,0,0,2006,2
147.325,-42.8806,144.9631,-37.8142,HOBART,MELBOURNE,Feb-06,79639,622,78.5,618,49216902,62713404,101478,2006,2
147.325,-42.8806,151.21,-33.8678,HOBART,SYDNEY,Feb-06,35508,280,77.4,1039,36892812,47676593,45887,2006,2
144.9631,-37.8142,115.8606,-31.9559,MELBOURNE,PERTH,Feb-06,98891,660,80.1,2706,267599046,334177470,123495,2006,2
144.9631,-37.8142,151.21,-33.8678,MELBOURNE,SYDNEY,Feb-06,494834,3420,77.8,706,349352804,449212268,636278,2006,2
115.8606,-31.9559,151.21,-33.8678,PERTH,SYDNEY,Feb-06,89432,475,83.6,3284,293694688,351355160,106990,2006,2
138.6,-34.9275,153.0281,-27.4678,ADELAIDE,BRISBANE,Mar-06,50399,434,71.9,1622,81747178,113651918,70069,2006,3
138.6,-34.9275,149.1269,-35.2931,ADELAIDE,CANBERRA,Mar-06,19025,172,78,972,18492300,23697360,24380,2006,3
138.6,-34.9275,144.9631,-37.8142,ADELAIDE,MELBOURNE,Mar-06,158894,1397,72.1,643,102168842,141733918,220426,2006,3
138.6,-34.9275,115.8606,-31.9559,ADELAIDE,PERTH,Mar-06,44315,345,82.2,2120,93947800,114327360,53928,2006,3
138.6,-34.9275,151.21,-33.8678,ADELAIDE,SYDNEY,Mar-06,122766,1082,75.9,1167,143267922,188874282,161846,2006,3
153.0281,-27.4678,149.1269,-35.2931,BRISBANE,CANBERRA,Mar-06,42680,429,69.6,956,40802080,58622876,61321,2006,3
153.0281,-27.4678,130.8411,-12.4381,BRISBANE,DARWIN,Mar-06,19032,157,71.6,2852,54279264,75809012,26581,2006,3
153.0281,-27.4678,147.325,-42.8806,BRISBANE,HOBART,Mar-06,13460,96,79.3,1791,24106860,30382524,16964,2006,3
153.0281,-27.4678,144.9631,-37.8142,BRISBANE,MELBOURNE,Mar-06,200468,1723,74.3,1381,276846308,372386650,269650,2006,3
153.0281,-27.4678,115.8606,-31.9559,BRISBANE,PERTH,Mar-06,40982,240,89.4,3615,148149930,165794745,45863,2006,3
153.0281,-27.4678,151.21,-33.8678,BRISBANE,SYDNEY,Mar-06,306377,2358,77.5,753,230701881,297773850,395450,2006,3
149.1269,-35.2931,144.9631,-37.8142,CANBERRA,MELBOURNE,Mar-06,81917,966,72.8,470,38500990,52906490,112567,2006,3
149.1269,-35.2931,151.21,-33.8678,CANBERRA,SYDNEY,Mar-06,73397,1470,73.8,236,17321692,23479404,99489,2006,3
130.8411,-12.4381,144.9631,-37.8142,DARWIN,MELBOURNE,Mar-06,5977,70,69,3131,18713987,27126984,8664,2006,3
130.8411,-12.4381,151.21,-33.8678,DARWIN,SYDNEY,Mar-06,0,0,0,3155,0,0,0,2006,3
147.325,-42.8806,144.9631,-37.8142,HOBART,MELBOURNE,Mar-06,83165,686,74.4,618,51395970,69086220,111790,2006,3
147.325,-42.8806,151.21,-33.8678,HOBART,SYDNEY,Mar-06,38325,306,77,1039,39819675,51699601,49759,2006,3
144.9631,-37.8142,115.8606,-31.9559,MELBOURNE,PERTH,Mar-06,114652,758,80.2,2706,310248312,386717166,142911,2006,3
144.9631,-37.8142,151.21,-33.8678,MELBOURNE,SYDNEY,Mar-06,545320,3707,75.6,706,384995920,508966696,720916,2006,3
115.8606,-31.9559,151.21,-33.8678,PERTH,SYDNEY,Mar-06,102390,555,84.8,3284,336248760,396529864,120746,2006,3
138.6,-34.9275,153.0281,-27.4678,ADELAIDE,BRISBANE,Apr-06,51948,423,75,1622,84259656,112409466,69303,2006,4
138.6,-34.9275,149.1269,-35.2931,ADELAIDE,CANBERRA,Apr-06,18536,178,77.2,972,18016992,23343552,24016,2006,4
138.6,-34.9275,144.9631,-37.8142,ADELAIDE,MELBOURNE,Apr-06,155893,1345,73.3,643,100239199,136761599,212693,2006,4
138.6,-34.9275,115.8606,-31.9559,ADELAIDE,PERTH,Apr-06,43662,307,86.2,2120,92563440,107352560,50638,2006,4
138.6,-34.9275,151.21,-33.8678,ADELAIDE,SYDNEY,Apr-06,122196,1041,75.6,1167,142602732,188534685,161555,2006,4
153.0281,-27.4678,149.1269,-35.2931,BRISBANE,CANBERRA,Apr-06,45566,453,75.5,956,43561096,57660184,60314,2006,4
153.0281,-27.4678,130.8411,-12.4381,BRISBANE,DARWIN,Apr-06,21533,158,81.3,2852,61412116,75535220,26485,2006,4
153.0281,-27.4678,147.325,-42.8806,BRISBANE,HOBART,Apr-06,11408,86,86.7,1791,20431728,23576724,13164,2006,4
153.0281,-27.4678,144.9631,-37.8142,BRISBANE,MELBOURNE,Apr-06,193583,1590,76.8,1381,267338123,347952617,251957,2006,4
153.0281,-27.4678,115.8606,-31.9559,BRISBANE,PERTH,Apr-06,42001,230,88.5,3615,151833615,171571515,47461,2006,4
153.0281,-27.4678,151.21,-33.8678,BRISBANE,SYDNEY,Apr-06,315549,2259,82.5,753,237608397,288139215,382655,2006,4
149.1269,-35.2931,144.9631,-37.8142,CANBERRA,MELBOURNE,Apr-06,76371,907,72.3,470,35894370,49677590,105697,2006,4
149.1269,-35.2931,151.21,-33.8678,CANBERRA,SYDNEY,Apr-06,61378,1271,71.6,236,14485208,20243136,85776,2006,4
130.8411,-12.4381,144.9631,-37.8142,DARWIN,MELBOURNE,Apr-06,6806,63,79.9,3131,21309586,26682382,8522,2006,4
130.8411,-12.4381,151.21,-33.8678,DARWIN,SYDNEY,Apr-06,0,0,0,3155,0,0,0,2006,4
147.325,-42.8806,144.9631,-37.8142,HOBART,MELBOURNE,Apr-06,85743,647,84.6,618,52989174,62606490,101305,2006,4
147.325,-42.8806,151.21,-33.8678,HOBART,SYDNEY,Apr-06,36832,274,82.6,1039,38268448,46343556,44604,2006,4
144.9631,-37.8142,115.8606,-31.9559,MELBOURNE,PERTH,Apr-06,119932,752,80.6,2706,324535992,402685272,148812,2006,4
144.9631,-37.8142,151.21,-33.8678,MELBOURNE,SYDNEY,Apr-06,511862,3357,79.5,706,361374572,454672472,644012,2006,4
115.8606,-31.9559,151.21,-33.8678,PERTH,SYDNEY,Apr-06,108009,501,85.6,3284,354701556,414450652,126203,2006,4
138.6,-34.9275,153.0281,-27.4678,ADELAIDE,BRISBANE,May-06,47683,434,66.9,1622,77341826,115638868,71294,2006,5
138.6,-34.9275,149.1269,-35.2931,ADELAIDE,CANBERRA,May-06,17558,187,73.6,972,17066376,23179284,23847,2006,5
138.6,-34.9275,144.9631,-37.8142,ADELAIDE,MELBOURNE,May-06,160608,1383,73.7,643,103270944,140029325,217775,2006,5
138.6,-34.9275,115.8606,-31.9559,ADELAIDE,PERTH,May-06,38986,307,79.2,2120,82650320,104308240,49202,2006,5
138.6,-34.9275,151.21,-33.8678,ADELAIDE,SYDNEY,May-06,112646,1071,69.9,1167,131457882,187936014,161042,2006,5
153.0281,-27.4678,149.1269,-35.2931,BRISBANE,CANBERRA,May-06,45144,485,70.8,956,43157664,60973680,63780,2006,5
153.0281,-27.4678,130.8411,-12.4381,BRISBANE,DARWIN,May-06,24387,178,78.8,2852,69551724,88309328,30964,2006,5
153.0281,-27.4678,147.325,-42.8806,BRISBANE,HOBART,May-06,10588,88,75.6,1791,18963108,25095492,14012,2006,5
153.0281,-27.4678,144.9631,-37.8142,BRISBANE,MELBOURNE,May-06,189911,1645,73.4,1381,262267091,357502232,258872,2006,5
153.0281,-27.4678,115.8606,-31.9559,BRISBANE,PERTH,May-06,41412,240,83.9,3615,149704380,178534005,49387,2006,5
153.0281,-27.4678,151.21,-33.8678,BRISBANE,SYDNEY,May-06,297864,2369,75.6,753,224291592,296857449,394233,2006,5
149.1269,-35.2931,144.9631,-37.8142,CANBERRA,MELBOURNE,May-06,79870,1024,68.4,470,37538900,54905400,116820,2006,5
149.1269,-35.2931,151.21,-33.8678,CANBERRA,SYDNEY,May-06,74719,1538,71.9,236,17633684,24528660,103935,2006,5
130.8411,-12.4381,144.9631,-37.8142,DARWIN,MELBOURNE,May-06,11458,100,78.9,3131,35874998,45468382,14522,2006,5
130.8411,-12.4381,151.21,-33.8678,DARWIN,SYDNEY,May-06,0,0,0,3155,0,0,0,2006,5
147.325,-42.8806,144.9631,-37.8142,HOBART,MELBOURNE,May-06,76496,660,74,618,47274528,63844344,103308,2006,5
147.325,-42.8806,151.21,-33.8678,HOBART,SYDNEY,May-06,29860,284,65.9,1039,31024540,47046959,45281,2006,5
144.9631,-37.8142,115.8606,-31.9559,MELBOURNE,PERTH,May-06,111360,794,72.9,2706,301340160,413290086,152731,2006,5
144.9631,-37.8142,151.21,-33.8678,MELBOURNE,SYDNEY,May-06,522299,3520,77.6,706,368743094,475225544,673124,2006,5
115.8606,-31.9559,151.21,-33.8678,PERTH,SYDNEY,May-06,100965,523,77.5,3284,331569060,428016856,130334,2006,5
138.6,-34.9275,153.0281,-27.4678,ADELAIDE,BRISBANE,Jun-06,46500,417,68.7,1622,75423000,109768850,67675,2006,6
138.6,-34.9275,149.1269,-35.2931,ADELAIDE,CANBERRA,Jun-06,17030,168,72.2,972,16553160,22928508,23589,2006,6
138.6,-34.9275,144.9631,-37.8142,ADELAIDE,MELBOURNE,Jun-06,149206,1320,71,643,95939458,135104588,210116,2006,6
138.6,-34.9275,115.8606,-31.9559,ADELAIDE,PERTH,Jun-06,34730,300,74.2,2120,73627600,99241440,46812,2006,6
138.6,-34.9275,151.21,-33.8678,ADELAIDE,SYDNEY,Jun-06,106814,1024,67.4,1167,124651938,184845798,158394,2006,6
153.0281,-27.4678,149.1269,-35.2931,BRISBANE,CANBERRA,Jun-06,46407,466,75.2,956,44365092,58981376,61696,2006,6
153.0281,-27.4678,130.8411,-12.4381,BRISBANE,DARWIN,Jun-06,28127,172,90.1,2852,80218204,89079368,31234,2006,6
153.0281,-27.4678,147.325,-42.8806,BRISBANE,HOBART,Jun-06,10699,86,74.9,1791,19161909,25593390,14290,2006,6
153.0281,-27.4678,144.9631,-37.8142,BRISBANE,MELBOURNE,Jun-06,204658,1619,79.5,1381,282632698,355690360,257560,2006,6
